IP,"Reverse DNS","Best-guess OS fingerprint","OS guess accuracy"
182.72.6.213,NSG-Static-213.6.72.182.airtel.in,"Juniper M7i router",93
182.72.6.81,NSG-Static-081.6.72.182.airtel.in,"Juniper MX960 router (JUNOS 9.5R3.7)",95
182.72.8.49,NSG-Static-049.8.72.182.airtel.in,"Juniper MX960 router (JUNOS 9.5R3.7)",95
182.73.1.233,NSG-Static-233.1.73.182.airtelbroadband.in,"Juniper Networks J2320 or MX5-T router; or EX2200, EX3200, EX4200, or EX8200 switch (JUNOS 8.5 - 11.2)",95
182.73.22.121,,"Juniper M7i router",95
182.73.22.217,,"Juniper Networks J2320 or MX5-T router; or EX2200, EX3200, EX4200, or EX8200 switch (JUNOS 8.5 - 11.2)",95
182.73.22.25,,"Juniper M7i router",95
182.73.31.17,,"Juniper M7i router",95
182.73.67.157,,"Juniper M7i router",95
182.73.67.21,,"Juniper M7i router",95
182.73.68.113,,"Juniper M7i router",95
182.73.96.97,,"Juniper M7i router",95
182.84.116.124,,"Linksys RV042 router",94
182.86.72.10,,"Linux 2.4.33 (embedded)",96
182.90.33.244,,"Microsoft Windows XP SP2 - SP3",96
182.90.34.79,,"Microsoft Windows XP SP3",94
182.99.74.121,,"Linux 2.4.33 (embedded)",99
183.0.186.77,,"Secure Computing SG550 firewall (Linux 2.4.31)",94
183.100.114.75,,"Linux 2.6.29 - 2.6.31",97
183.103.36.137,,"BSDI BSD/OS 4.2",92
183.105.69.93,,"Linux 2.4.9 (Red Hat Enterprise Linux 2.1 AS)",99
183.107.141.9,,"Linux 2.6.18",97
183.107.62.132,,"OpenWrt Backfire 10.03.1 (Linux 2.6.32)",97
183.109.243.254,,"Lantronix SLC 8 terminal server (Linux 2.6)",96
183.109.53.94,,"Linux 2.4.18 - 2.4.35 (likely embedded)",96
183.11.151.160,,"Linux 2.4.33 (embedded)",96
183.112.155.55,,"Linux 2.6.9 - 2.6.30",96
183.112.40.179,,"Linksys WRV54G WAP",93
183.112.7.190,,"Linux 2.6.9 - 2.6.30",96
183.113.132.69,,"Linux 2.6.9 - 2.6.30",96
183.113.200.141,,"Linux 2.6.13 - 2.6.32",96
183.113.208.6,,"Linux 2.6.13 - 2.6.32",96
183.113.209.133,,"Linux 2.6.9 - 2.6.30",96
183.113.212.142,,"Linux 2.6.9 - 2.6.30",96
183.113.25.136,,"Linux 2.6.9 - 2.6.30",96
183.113.33.159,,"Linux 2.6.9 - 2.6.30",96
183.113.39.191,,"Linux 2.6.9 - 2.6.30",96
183.114.106.84,,"Linux 2.6.9 - 2.6.30",96
183.114.110.195,,"Linux 2.6.9 - 2.6.30",96
183.114.118.23,,"Linux 2.6.9 - 2.6.30",96
183.114.148.201,,"Linux 2.6.9 - 2.6.30",96
183.114.148.41,,"Linux 2.6.9 - 2.6.30",96
183.114.150.153,,"Linux 2.6.9 - 2.6.30",96
183.114.153.23,,"Linux 2.6.9 - 2.6.30",96
183.114.156.74,,"Linux 2.6.9 - 2.6.30",96
183.114.241.168,,"Linux 2.6.9 - 2.6.30",96
183.114.243.91,,"LifeSize video conferencing system or ShoreTel 8800 VoIP phone (Linux 2.4)",96
183.114.253.130,,"Linux 2.6.9 - 2.6.30",96
183.114.255.183,,"Linux 2.6.9 - 2.6.30",96
183.114.63.91,,"Linux 2.6.9 - 2.6.30",96
183.115.106.33,,"LifeSize video conferencing system or ShoreTel 8800 VoIP phone (Linux 2.4)",96
183.115.195.104,,"Linux 2.6.9 - 2.6.30",96
183.115.199.29,,"Linux 2.6.9 - 2.6.33",96
183.115.254.98,,"Linux 2.6.9 - 2.6.30",96
183.116.11.108,,"Linux 2.6.13 - 2.6.32",96
183.116.13.163,,"Linux 2.6.9 - 2.6.30",96
183.116.224.117,,"Linux 2.6.9 - 2.6.30",96
183.116.241.120,,"Linux 2.6.9 - 2.6.18",96
183.117.154.192,,"Linux 2.6.9 - 2.6.30",96
183.118.110.127,,"Linux 2.6.9 - 2.6.30",96
183.118.156.211,,"Linux 2.6.9 - 2.6.30",96
183.118.157.117,,"Linux 2.6.9 - 2.6.30",96
183.118.209.135,,"LifeSize video conferencing system or ShoreTel 8800 VoIP phone (Linux 2.4)",96
183.118.215.88,,"Linux 2.6.9 - 2.6.30",96
183.118.238.212,,"Linux 2.6.8 - 2.6.27",94
183.118.77.27,,"Linksys WRV54G WAP",93
183.118.78.206,,"Linux 2.6.9 - 2.6.30",96
183.119.100.2,,"Linux 2.6.9 - 2.6.30",96
183.119.100.37,,"Linux 2.6.9 - 2.6.30",96
183.119.101.88,,"Linux 2.6.13 - 2.6.32",96
183.119.106.175,,"Linux 2.6.13 - 2.6.32",96
183.119.157.32,,"Linksys WRV54G WAP",93
183.119.162.159,,"Linux 2.6.9 - 2.6.30",96
183.119.165.25,,"Linux 2.6.9 - 2.6.30",96
183.119.174.51,,"Linux 2.6.9 - 2.6.30",96
183.120.16.241,,"Linux 2.6.9 - 2.6.30",96
183.121.24.215,,"Linksys WRV54G WAP",94
183.1.218.120,,"Microsoft Windows XP SP2 - SP3",92
183.12.205.143,,"Linux 2.4.33 (embedded)",98
183.123.0.246,,"Linux 2.6.9 - 2.6.30",96
183.123.40.89,,"Linux 2.6.9 - 2.6.30",96
183.124.158.97,,"Linux 2.6.9 - 2.6.30",96
183.125.197.1,,"IBM System Storage DS4700 NAS device",92
183.125.250.253,,"Linux 2.6.9 - 2.6.18",96
183.126.121.196,,"Linux 2.6.13 - 2.6.32",96
183.126.150.103,,"Linux 2.4.21 (embedded)",97
183.126.150.180,,"Linux 2.6.9 - 2.6.30",96
183.126.150.37,,"Linux 2.6.9 - 2.6.30",96
183.126.168.221,,"Linux 2.6.13 - 2.6.32",96
183.126.186.56,,"Linux 2.6.9 - 2.6.30",96
183.126.69.132,,"Linux 2.6.9 - 2.6.30",96
183.126.78.209,,"Linux 2.6.9 - 2.6.30",96
183.127.99.83,,"Linux 2.6.9 - 2.6.30",96
183.128.104.11,,"Linksys RV042 router",94
183.128.212.223,,"Linux 2.4.33 (embedded)",95
183.12.89.180,,"Linux 2.4.33 (embedded)",96
183.129.147.210,,"D-Link DVG-5112S or DVG-6004S VoIP adapter",96
183.130.71.168,,"Linux 2.4.33 (embedded)",95
183.13.216.169,,"Linksys WRV200 wireless broadband router",87
183.13.242.218,,"DD-WRT v24-sp2 (Linux 2.4.36)",98
183.133.75.217,,"Linux 2.4.33 (embedded)",96
183.136.10.184,,"Dell Integrated Remote Access Controller (iDRAC5)",95
183.136.9.217,,"Microsoft Windows XP SP2 - SP3",96
183.137.136.7,,"Microsoft Windows Vista",96
183.137.166.70,,"Linksys WRV54G WAP",95
183.137.196.180,,"Linksys WRV54G WAP",95
183.137.206.88,,"Microsoft Windows XP SP3",91
183.137.210.167,,"Linksys WRV54G WAP",95
183.137.217.116,,"Microsoft Windows Vista",96
183.137.38.170,,"Microsoft Windows Server 2008 SP1",94
183.138.60.49,,"Linux 2.6.14 - 2.6.30",98
183.139.208.51,,"Linux 2.4.33 (embedded)",96
183.148.28.65,,"Linux 2.4.33 (embedded)",96
183.14.86.203,,"Linksys RV042 router",93
183.149.177.49,,"Linux 2.4.33 (embedded)",95
183.15.125.102,,"Linksys WRV54G WAP",94
183.15.130.158,,"Linux 2.6.32",91
183.154.219.242,,"Linux 2.4.33 (embedded)",96
183.1.56.26,,"Linux 2.4.33 (embedded)",96
183.160.104.241,,"D-Link DWL-624+ or DWL-2000AP, or TRENDnet TEW-432BRP WAP",88
183.160.105.202,,"Microsoft Windows Vista SP2",98
183.160.10.56,,"Linksys WRV54G WAP",96
183.160.105.98,,"Microsoft Windows XP SP2 - SP3",96
183.160.107.198,,"Microsoft Windows Server 2003 SP2",96
183.160.111.200,,"Microsoft Windows XP SP2 or Windows Server 2003 SP2",96
183.160.112.51,,"Linux 2.6.39",91
183.160.115.37,,"Linksys WRV54G WAP",95
183.160.122.185,,"Linux 2.6.18 (Debian 4.0, x86)",96
183.160.122.207,,"DD-WRT v24-sp2 (Linux 2.4.36)",99
183.160.123.60,,"Linksys WRV54G WAP",96
183.160.128.15,,"Microsoft Windows Vista",96
183.160.136.161,,"Microsoft Windows 7 SP0 - SP1",96
183.160.137.252,,"Microsoft Windows 7 SP0 - SP1",96
183.160.140.164,,"Microsoft Windows XP SP2 - SP3",96
183.160.14.36,,"Microsoft Windows Vista",96
183.160.15.43,,"Linksys WRV54G WAP",96
183.160.163.54,,"Microsoft Windows XP SP3",95
183.160.164.39,,"Microsoft Windows 7 SP0 - SP1",96
183.160.167.97,,"Microsoft Windows XP SP2 - SP3",96
183.160.168.118,,"Linksys NSLU2 NAS device running SlugOS/LE (Linux 2.6.16)",95
183.160.169.99,,"Microsoft Windows XP SP2 - SP3",95
183.160.172.123,,"Microsoft Windows 7 SP0 - SP1",96
183.160.172.95,,"Microsoft Windows XP SP2 - SP3",89
183.160.173.65,,"Microsoft Windows Vista",96
183.160.174.124,,"Microsoft Windows XP SP2 - SP3",96
183.160.174.200,,"Microsoft Windows XP SP3",96
183.160.177.27,,"Microsoft Windows XP SP2 or SP3",96
183.160.180.93,,"Microsoft Windows 7 SP0 - SP1",96
183.160.182.160,,"Microsoft Windows 7 SP0 - SP1",96
183.160.182.221,,"Linux 2.4.33 (embedded)",96
183.160.182.59,,"Microsoft Windows 7 SP0 - SP1",96
183.160.186.51,,"Microsoft Windows Vista",95
183.160.188.223,,"Microsoft Windows Vista",96
183.160.190.118,,"Microsoft Windows XP SP3",95
183.160.191.148,,"Microsoft Windows XP SP2 - SP3",96
183.160.36.31,,"Microsoft Windows 7 SP0 - SP1",95
183.160.40.235,,"Tenda W311R+ WAP (VxWorks)",95
183.160.4.198,,"Microsoft Windows Vista",96
183.160.43.239,,"Microsoft Windows XP SP2 - SP3",96
183.160.45.179,,"Microsoft Windows XP SP3",96
183.160.47.30,,"Microsoft Windows XP SP2 - SP3",96
183.160.69.96,,"Microsoft Windows 7 SP0 - SP1",96
183.160.7.100,,VxWorks,96
183.160.72.89,,"Microsoft Windows XP SP3",95
183.160.83.38,,"Microsoft Windows XP SP3",94
183.160.89.131,,"Microsoft Windows XP SP2 - SP3",96
183.160.89.166,,"Microsoft Windows XP SP3",96
183.160.91.132,,"Microsoft Windows XP SP3",96
183.160.92.234,,"Microsoft Windows XP SP3",96
183.161.110.140,,"Microsoft Windows XP SP3",96
183.161.13.102,,"Microsoft Windows 7 SP0 - SP1",96
183.161.15.85,,"Microsoft Windows 7 SP0 - SP1",95
183.161.177.136,,"Linux 2.6.15 - 2.6.27",96
183.161.178.38,,"Linux 2.6.15 - 2.6.27",96
183.161.179.49,,"Microsoft Windows 7 SP0 - SP1",96
183.161.180.35,,VxWorks,96
183.161.181.124,,"Microsoft Windows XP SP2 - SP3",95
183.161.185.120,,"Microsoft Windows XP SP2 - SP3",96
183.161.190.12,,"Microsoft Windows Vista",96
183.161.191.19,,"Microsoft Windows Vista",96
183.161.22.217,,"Microsoft Windows 7 SP0 - SP1",96
183.161.22.23,,"Microsoft Windows XP SP3",95
183.161.2.236,,VxWorks,96
183.161.245.79,,"Microsoft Windows Vista",96
183.161.248.1,,"Redback Networks SmartEdge 600 router (SmartEdge OS)",95
183.161.25.141,,"Microsoft Windows Vista",95
183.161.26.191,,"T-Marc 254H switch",99
183.161.26.216,,"T-Marc 254H switch",99
183.161.27.157,,"H3C E126A or S3100-8T-SI switch (Comware 3.10)",99
183.161.27.167,,"H3C E126A or S3100-8T-SI switch (Comware 3.10)",99
183.161.27.169,,"H3C E126A or S3100-8T-SI switch (Comware 3.10)",99
183.161.27.88,,"Linux 2.6.27",95
183.161.28.60,,"H3C E126A or S3100-8T-SI switch (Comware 3.10)",99
183.161.28.88,,"H3C E126A or S3100-8T-SI switch (Comware 3.10)",99
183.161.28.95,,"H3C E126A or S3100-8T-SI switch (Comware 3.10)",99
183.161.31.69,,"H3C E126A or S3100-8T-SI switch (Comware 3.10)",99
183.161.34.166,,"H3C E126A or S3100-8T-SI switch (Comware 3.10)",99
183.161.34.182,,"H3C E126A or S3100-8T-SI switch (Comware 3.10)",99
183.161.34.199,,"Avaya G700 Telephony Media Gateway or Sun Advanced Lights Out Maganer 1.5.2 (VxWorks)",98
183.161.36.14,,"Linux 2.6.27",95
183.161.36.34,,"Linux 2.6.27",96
183.161.36.8,,"Linux 2.6.27",95
183.161.40.116,,"Microsoft Windows 7 SP0 - SP1",95
183.161.4.250,,"Microsoft Windows XP SP2 - SP3",96
183.161.50.207,,"Microsoft Windows 7 SP0 - SP1",96
183.161.53.230,,"T-Marc 254H switch",99
183.161.54.157,,"Linux 2.6.27",96
183.161.54.27,,"H3C E126A or S3100-8T-SI switch (Comware 3.10)",99
183.161.54.55,,"H3C E126A or S3100-8T-SI switch (Comware 3.10)",99
183.161.54.63,,"H3C E126A or S3100-8T-SI switch (Comware 3.10)",99
183.161.54.77,,"H3C E126A or S3100-8T-SI switch (Comware 3.10)",97
183.161.66.57,,"Microsoft Windows XP SP3",95
183.161.78.99,,"Microsoft Windows XP SP2 - SP3",96
183.161.81.82,,VxWorks,96
183.161.8.25,,VxWorks,96
183.161.83.137,,"Microsoft Windows XP SP2 - SP3",96
183.161.85.152,,"Microsoft Windows Vista",96
183.161.86.252,,"Microsoft Windows XP SP3",94
183.161.87.158,,"Microsoft Windows XP SP2 - SP3",96
183.162.100.60,,"Microsoft Windows XP SP3",94
183.162.105.106,,"Microsoft Windows XP SP2 - SP3",96
183.162.105.125,,"Microsoft Windows XP SP3",96
183.162.105.217,,"AT&T U-Verse set-top box (Windows CE 5.0)",95
183.162.107.40,,"Microsoft Windows XP SP2 - SP3",95
183.162.108.104,,"Microsoft Windows Server 2003 SP2",91
183.162.109.149,,"Microsoft Windows XP SP2 - SP3",96
183.162.11.211,,"Microsoft Windows XP SP2 - SP3",96
183.162.118.181,,"Microsoft Windows XP SP2 - SP3",95
183.162.120.93,,"Microsoft Windows XP SP3",95
183.162.121.221,,"Microsoft Windows XP SP3",96
183.162.12.197,,"Microsoft Windows XP SP2 - SP3",95
183.162.123.194,,"Microsoft Windows Server 2003 SP2",92
183.162.124.125,,"Microsoft Windows XP SP2 - SP3",96
183.162.125.34,,"Microsoft Windows 7 SP0 - SP1",96
183.162.127.194,,"Microsoft Windows XP SP3",96
183.162.127.241,,"Microsoft Windows XP SP3",96
183.162.13.113,,"Microsoft Windows XP SP2 - SP3",93
183.162.13.2,,"Microsoft Windows Vista",96
183.162.152.8,,"Microsoft Windows XP SP3",94
183.162.155.167,,"Microsoft Windows XP SP3",92
183.162.156.253,,"Microsoft Windows Server 2003 SP2",91
183.162.158.82,,"Microsoft Windows 7 SP0 - SP1",96
183.162.162.170,,"Microsoft Windows XP SP2 - SP3",96
183.162.163.152,,"Microsoft Windows XP SP2 or SP3",96
183.162.164.16,,"Microsoft Windows 7 SP0 - SP1",94
183.162.171.18,,"Microsoft Windows Vista",96
183.162.17.11,,"Microsoft Windows XP SP3",95
183.162.174.244,,"Linksys WRV54G WAP",96
183.162.19.12,,"Microsoft Windows 7 SP0 - SP1",96
183.162.196.180,,"Microsoft Windows Vista",96
183.162.196.18,,"Microsoft Windows 7 SP0 - SP1",95
183.162.198.7,,"Microsoft Windows Vista",96
183.162.205.218,,"Microsoft Windows 7 SP0 - SP1",95
183.162.206.194,,"Microsoft Windows XP SP2 - SP3",96
183.162.207.121,,"Microsoft Windows XP SP2 - SP3",96
183.162.207.125,,"Linksys NSLU2 NAS device running SlugOS/LE (Linux 2.6.16)",95
183.162.207.191,,"Microsoft Windows XP Professional SP2",95
183.162.208.227,,"Linksys NSLU2 NAS device running SlugOS/LE (Linux 2.6.16)",95
183.162.211.111,,"Microsoft Windows XP SP3",96
183.162.212.149,,"Linux 2.6.18",83
183.162.213.249,,"Microsoft Windows XP SP2 or SP3",96
183.162.215.181,,"Microsoft Windows 7 SP0 - SP1",96
183.162.222.93,,"Microsoft Windows XP SP3",96
183.162.225.48,,"Microsoft Windows XP SP2 - SP3",96
183.162.226.14,,"Microsoft Windows XP SP3",96
183.162.227.238,,"Microsoft Windows XP SP2 - SP3",95
183.162.228.172,,"Microsoft Windows XP SP2 - SP3",96
183.162.228.224,,"Microsoft Windows XP SP3",95
183.162.229.139,,"Microsoft Windows XP SP3",96
183.162.229.225,,"Microsoft Windows XP SP2 - SP3",96
183.162.232.179,,"Microsoft Windows XP SP2 - SP3",96
183.162.23.237,,"Microsoft Windows XP SP3",96
183.162.237.144,,"Microsoft Windows XP SP3",95
183.162.237.39,,"Microsoft Windows XP SP3",96
183.162.24.123,,"Microsoft Windows XP SP2 - SP3",96
183.162.252.9,,"Microsoft Windows XP SP3",95
183.162.254.32,,"Microsoft Windows XP SP2 - SP3",96
183.162.255.13,,"Microsoft Windows XP SP3",95
183.162.31.145,,"Microsoft Windows XP SP3",96
183.162.3.188,,"Microsoft Windows XP SP2 - SP3",96
183.162.40.19,,"Microsoft Windows Server 2003 SP2",92
183.162.41.19,,VxWorks,96
183.162.43.125,,"Microsoft Windows XP SP2 - SP3",96
183.162.43.139,,"Microsoft Windows XP SP3",94
183.162.47.151,,"Microsoft Windows XP SP2 - SP3",96
183.162.47.23,,"Microsoft Windows XP SP3",91
183.162.49.191,,"Microsoft Windows XP SP2",96
183.162.5.105,,"Microsoft Windows XP SP3",96
183.162.51.243,,VxWorks,96
183.162.5.186,,"Microsoft Windows XP SP2",95
183.162.52.82,,"Microsoft Windows XP SP2 - SP3",95
183.162.54.47,,"Microsoft Windows XP SP2 - SP3",96
183.162.55.228,,"Microsoft Windows 7 SP0 - SP1",96
183.162.55.67,,"Microsoft Windows XP SP3",96
183.162.56.34,,"Microsoft Windows XP SP3",95
183.162.56.78,,"Microsoft Windows XP SP2 - SP3",96
183.162.56.91,,"Microsoft Windows XP SP2 - SP3",96
183.162.59.43,,"Microsoft Windows XP SP3",95
183.162.6.127,,"Microsoft Windows XP SP3",95
183.162.6.247,,"Microsoft Windows XP SP3",96
183.162.63.228,,VxWorks,96
183.162.63.55,,VxWorks,96
183.162.69.88,,"Microsoft Windows Vista",95
183.162.8.20,,"Microsoft Windows XP SP2 - SP3",96
183.162.9.224,,"Microsoft Windows XP SP3",96
183.162.97.124,,"Microsoft Windows Server 2003",96
183.162.97.148,,"Microsoft Windows XP SP2 or SP3",96
183.162.98.100,,"Microsoft Windows 7 SP0 - SP1",95
183.163.104.104,,"Microsoft Windows 7 SP0 - SP1",96
183.163.104.197,,"Microsoft Windows XP SP2 or SP3",95
183.163.106.58,,"HTC Touch mobile phone (Windows Mobile 6)",91
183.163.11.11,,"Microsoft Windows Server 2003 SP2",96
183.163.11.147,,"Microsoft Windows XP SP2 - SP3",95
183.163.11.233,,"Microsoft Windows 7 SP0 - SP1",93
183.163.112.59,,"Microsoft Windows Server 2003 SP2",91
183.163.115.95,,"Microsoft Windows 7 SP0 - SP1",94
183.163.11.66,,"Microsoft Windows XP SP2 - SP3",91
183.163.119.115,,"Microsoft Windows XP SP3",96
183.163.119.18,,"Microsoft Windows XP SP2 - SP3",96
183.163.129.29,,"Microsoft Windows XP SP3",96
183.163.131.0,,"Microsoft Windows XP SP2 - SP3",96
183.163.133.232,,"Microsoft Windows 7 SP0 - SP1",96
183.163.133.46,,"Microsoft Windows Vista",96
183.163.135.123,,"Microsoft Windows XP SP3",96
183.163.140.42,,"Microsoft Windows XP SP2 or Windows Server 2003 SP2",95
183.163.14.29,,"Microsoft Windows XP SP3",92
183.163.150.13,,"Microsoft Windows XP SP3",96
183.163.16.229,,"Linux 2.6.39",91
183.163.16.96,,"AT&T U-Verse set-top box (Windows CE 5.0)",95
183.163.186.20,,"Microsoft Windows XP SP3",96
183.163.20.182,,"Microsoft Windows XP SP3",96
183.163.203.189,,"Microsoft Windows Server 2003 SP2",93
183.163.206.138,,"Microsoft Windows Vista",96
183.163.22.130,,VxWorks,96
183.163.22.246,,"Microsoft Windows XP SP3",95
183.163.24.58,,"Microsoft Windows Vista",96
183.163.25.1,,"Linux 2.6.32 - 2.6.35",91
183.163.27.174,,"Microsoft Windows Server 2003 SP2",92
183.163.28.44,,"Microsoft Windows XP SP3",94
183.163.30.119,,"Linksys WRV54G WAP",96
183.163.32.58,,"Microsoft Windows XP SP3",96
183.163.35.24,,"Microsoft Windows Vista",96
183.163.41.180,,"Microsoft Windows 7 SP0 - SP1",95
183.163.4.239,,"ZyXEL Prestige 660HW-61 ADSL router (ZyNOS 3.40)",99
183.163.54.93,,"Microsoft Windows Vista",96
183.163.59.74,,"Microsoft Windows XP SP3",96
183.163.61.103,,"Microsoft Windows Vista SP2",98
183.163.62.118,,"Microsoft Windows XP SP3",96
183.163.64.4,,"Microsoft Windows XP SP2 - SP3",96
183.163.71.123,,"Microsoft Windows XP SP2 - SP3",96
183.163.72.110,,"Microsoft Windows Server 2003 R2 SP2",93
183.163.72.41,,"Microsoft Windows XP SP2 - SP3",96
183.163.73.211,,"Microsoft Windows XP SP2 - SP3",95
183.163.76.206,,"Microsoft Windows XP SP2 or SP3",96
183.163.76.79,,"Microsoft Windows Vista",96
183.163.78.153,,"Microsoft Windows XP SP3",96
183.163.80.184,,"Microsoft Windows XP SP2 - SP3",96
183.163.82.84,,"Microsoft Windows XP SP3",96
183.163.83.173,,"Microsoft Windows Server 2003 SP2",92
183.163.83.222,,"Microsoft Windows XP Professional SP2 or SP3",97
183.163.85.230,,"Microsoft Windows Vista",96
183.163.88.41,,"Microsoft Windows Vista",96
183.163.93.240,,"Linux 2.6.22",98
183.163.93.68,,"Linux 2.6.22",98
183.163.93.8,,"Microsoft Windows XP SP2 - SP3",96
183.163.96.113,,"Linux 2.6.22",98
183.163.99.203,,"Microsoft Windows XP SP3",95
183.164.109.141,,"Microsoft Windows Vista",96
183.164.109.44,,"Linux 2.6.22",98
183.164.110.167,,"Microsoft Windows XP SP3",96
183.164.111.126,,"Microsoft Windows XP SP3",95
183.164.112.19,,"Microsoft Windows Vista",96
183.164.1.149,,"Linux 2.6.15 - 2.6.27",97
183.164.115.47,,"Microsoft Windows Server 2003",95
183.164.12.65,,"Microsoft Windows 7 SP0 - SP1",96
183.164.128.125,,"Microsoft Windows XP SP2 - SP3",95
183.164.128.192,,"Microsoft Windows Vista",96
183.164.129.185,,"Microsoft Windows XP SP3",95
183.164.130.161,,VxWorks,96
183.164.131.107,,"Microsoft Windows XP SP3",96
183.164.131.146,,"Microsoft Windows XP SP3",96
183.164.132.31,,"Microsoft Windows XP SP2 - SP3",96
183.164.134.46,,"Microsoft Windows XP SP3",94
183.164.134.89,,"Microsoft Windows XP SP2 - SP3",95
183.164.136.225,,"Microsoft Windows Vista SP2",98
183.164.139.153,,"Microsoft Windows Server 2003",92
183.164.140.229,,"Microsoft Windows XP SP2 - SP3",93
183.164.141.233,,"Microsoft Windows XP SP2 - SP3",96
183.164.143.143,,"Microsoft Windows XP SP2 - SP3",96
183.164.144.207,,"Microsoft Windows XP SP2 - SP3",96
183.164.145.175,,"Microsoft Windows XP SP2 or SP3",95
183.164.147.169,,"Microsoft Windows XP SP2 - SP3",96
183.164.152.217,,"Microsoft Windows XP SP3",95
183.164.153.117,,"Microsoft Windows Vista",96
183.164.155.188,,"Microsoft Windows Server 2003 SP2",91
183.164.157.105,,"Microsoft Windows 7 SP0 - SP1",96
183.164.157.151,,"Microsoft Windows Vista",93
183.164.162.207,,"Microsoft Windows XP SP2 - SP3",95
183.164.165.45,,"Microsoft Windows XP SP3",92
183.164.172.188,,"Microsoft Windows 7 SP0 - SP1",96
183.164.173.186,,"Microsoft Windows XP SP3",96
183.164.184.176,,"Microsoft Windows XP Professional SP2",95
183.164.186.154,,"Microsoft Windows XP SP3",95
183.164.187.130,,"Microsoft Windows XP SP3",95
183.164.188.253,,"Microsoft Windows XP SP2 - SP3",96
183.164.189.142,,"Microsoft Windows XP SP3",95
183.164.191.140,,"Microsoft Windows XP SP3",95
183.164.191.24,,"Microsoft Windows Server 2003 SP2",96
183.164.192.37,,"Microsoft Windows XP SP2 - SP3",96
183.164.194.193,,"Microsoft Windows 7 SP0 - SP1",96
183.164.195.188,,VxWorks,96
183.164.195.5,,"Microsoft Windows Vista",96
183.164.196.191,,"Microsoft Windows XP SP2 - SP3",96
183.164.197.226,,"Microsoft Windows XP SP3",92
183.164.198.181,,"Microsoft Windows XP SP2 - SP3",96
183.164.212.235,,"Microsoft Windows Vista",96
183.164.212.238,,"Microsoft Windows XP SP2 - SP3",95
183.164.21.29,,"Microsoft Windows XP SP3",96
183.164.213.143,,"Linux 2.6.32 - 2.6.35",91
183.164.213.252,,"OpenWrt (Linux 2.4.32)",98
183.164.214.155,,"Linux 2.6.32 - 2.6.35",91
183.164.215.76,,"Microsoft Windows Vista SP2",98
183.164.220.221,,"Microsoft Windows XP Professional SP2",95
183.164.220.47,,"Microsoft Windows XP SP2 - SP3",96
183.164.22.126,,"Microsoft Windows 7",96
183.164.22.245,,"Microsoft Windows 7 SP0 - SP1",93
183.164.228.180,,"Linux 2.6.22",98
183.164.230.244,,"Linux 2.6.32 - 2.6.35",91
183.164.232.245,,"Linksys WRV54G WAP",96
183.164.234.176,,"Linux 2.6.22",98
183.164.237.29,,"Microsoft Windows XP SP2 - SP3",95
183.164.240.26,,"Microsoft Windows XP SP2 - SP3",96
183.164.242.196,,"Linux 2.4.33 (embedded)",99
183.164.242.75,,"Microsoft Windows XP SP2 - SP3",96
183.164.243.107,,"Microsoft Windows XP SP3",95
183.164.243.217,,"Microsoft Windows Server 2003 SP2",92
183.164.247.62,,"Microsoft Windows XP SP3",96
183.164.3.223,,"Microsoft Windows XP SP3",96
183.164.36.235,,"Microsoft Windows XP SP3",96
183.164.37.184,,"Microsoft Windows XP SP2 - SP3",96
183.164.38.190,,"Microsoft Windows XP SP3",95
183.164.38.94,,"Microsoft Windows XP SP2 - SP3",96
183.164.56.119,,"Microsoft Windows 7 SP0 - SP1",96
183.164.58.23,,"Microsoft Windows Server 2003",92
183.164.61.219,,"Microsoft Windows XP SP3",96
183.164.6.191,,"Microsoft Windows XP SP3",95
183.164.74.29,,"Microsoft Windows XP SP3",94
183.164.80.138,,"Microsoft Windows 7 SP0 - SP1",96
183.164.80.246,,"Linux 2.6.22",98
183.164.81.200,,"Microsoft Windows Vista",95
183.164.8.175,,"Linux 2.6.18",89
183.164.82.231,,"Microsoft Windows 7 SP0 - SP1",96
183.164.8.253,,"Microsoft Windows Vista",96
183.164.90.210,,"Microsoft Windows XP SP3",96
183.164.94.32,,"ADSL router: Huawei MT800u-T; or ZyXEL Prestige 623ME-T1, 643, 662HW-61, 782, or 2602R-61",96
183.165.100.211,,"Microsoft Windows XP SP3",95
183.165.120.113,,"Microsoft Windows Vista",96
183.165.121.159,,"Microsoft Windows 7 SP0 - SP1",95
183.165.121.183,,"Microsoft Windows Vista",96
183.165.125.73,,"Microsoft Windows XP SP3",96
183.165.127.200,,"Microsoft Windows XP SP2 - SP3",95
183.165.127.210,,"Microsoft Windows 7 SP0 - SP1",96
183.165.129.73,,"Microsoft Windows XP SP3",95
183.165.139.18,,"Fortinet FortiAnalyzer 400B firewall (Linux 2.6)",91
183.165.157.138,,"Microsoft Windows XP SP2 - SP3",96
183.165.158.180,,"Microsoft Windows XP SP2 - SP3",96
183.165.159.105,,"Microsoft Windows XP SP2 - SP3",95
183.165.159.211,,"Microsoft Windows XP SP3",95
183.165.161.1,,VxWorks,96
183.165.164.168,,"Microsoft Windows XP SP3",96
183.165.166.2,,"AT&T U-Verse set-top box (Windows CE 5.0)",92
183.165.178.196,,"AT&T U-Verse set-top box (Windows CE 5.0)",95
183.165.179.185,,"Microsoft Windows 7 SP0 - SP1",96
183.165.180.21,,"Microsoft Windows Server 2003 SP2",91
183.165.190.218,,"Linux 2.6.14 - 2.6.30",97
