IP,"Reverse DNS","Best-guess OS fingerprint","OS guess accuracy"
113.90.91.54,,"Microsoft Windows XP SP2 - SP3",96
113.93.163.52,,"Microsoft Windows XP SP2 or Windows Server 2003 SP2",95
113.93.171.140,,"DD-WRT v24-sp2 (Linux 2.4.36)",93
113.94.66.48,,"Linux 2.4.33 (embedded)",95
113.96.60.75,,VxWorks,96
113.96.228.98,,"Linux 2.4.33 (embedded)",96
113.97.48.174,,"Linux 2.4.33 (embedded)",96
113.97.51.155,,"Linux 2.4.33 (embedded)",95
113.97.54.188,,"NAS device (Linux 2.6.15): GalaxyMetalGear 4500MGB, Icy Box IB-NAS4220-B, or MRT Dual GigaNAS",97
113.98.115.25,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",96
113.98.125.225,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",96
113.98.186.173,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",95
113.98.225.62,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",96
113.98.236.14,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",96
113.104.7.5,,"HP P2000 G3 NAS device",98
113.104.160.113,,"Linux 2.4.33 (embedded)",97
113.104.217.140,,"Linux 2.4.33 (embedded)",96
113.105.0.9,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",96
113.105.0.233,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",95
113.105.0.241,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",96
113.105.2.81,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",96
113.105.2.129,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",95
113.105.4.97,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",96
113.105.4.137,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",96
113.105.9.25,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",96
113.105.9.49,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",95
113.105.13.209,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",96
113.105.68.78,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",96
113.105.183.209,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",96
113.105.238.209,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",96
113.106.13.1,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",96
113.106.14.161,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",96
113.106.14.201,,"Sagem My du@l radio 700 Internet radio",84
113.106.20.133,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",96
113.106.20.165,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",96
113.106.21.81,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",96
113.106.21.173,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",96
113.106.64.25,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",96
113.106.66.25,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",96
113.106.67.9,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",95
113.106.67.85,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",96
113.106.67.117,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",96
113.106.67.153,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",96
113.106.68.73,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",96
113.106.69.41,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",96
113.106.69.81,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",96
113.106.69.105,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",95
113.106.69.241,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",96
113.106.70.33,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",96
113.106.70.121,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",96
113.106.70.133,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",96
113.106.70.161,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",96
113.106.71.57,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",96
113.106.71.73,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",96
113.106.71.93,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",96
113.106.71.189,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",96
113.106.80.86,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",96
113.106.104.33,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",96
113.106.104.57,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",96
113.106.104.61,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",96
113.106.104.245,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",96
113.106.105.9,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",96
113.106.107.245,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",96
113.106.108.9,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",96
113.106.108.81,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",96
113.106.108.153,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",95
113.106.108.173,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",95
113.106.109.5,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",96
113.106.109.89,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",96
113.106.109.153,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",96
113.106.109.161,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",96
113.106.110.57,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",96
113.106.110.65,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",96
113.106.110.161,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",96
113.106.110.169,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",96
113.106.111.89,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",96
113.106.111.105,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",96
113.106.133.81,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",96
113.106.133.233,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",96
113.106.133.249,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",96
113.106.134.9,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",96
113.106.134.105,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",96
113.106.135.9,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",96
113.106.135.57,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",95
113.106.135.105,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",96
113.106.144.33,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",96
113.106.145.65,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",96
113.106.148.1,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",96
113.106.150.25,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",96
113.106.150.185,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",96
113.106.151.97,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",96
113.106.154.33,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",96
113.106.155.193,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",96
113.106.168.77,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",96
113.106.169.37,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",96
113.106.170.1,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",96
113.106.171.41,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",95
113.106.172.97,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",96
113.106.173.17,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",96
113.106.173.129,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",96
113.106.174.17,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",96
113.106.174.153,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",96
113.106.174.249,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",96
113.106.175.17,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",96
113.106.175.113,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",95
113.106.175.137,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",96
113.106.175.161,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",96
113.106.184.141,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",95
113.106.184.149,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",96
113.106.185.65,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",95
113.106.187.17,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",96
113.106.187.65,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",96
113.106.187.81,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",96
113.106.187.225,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",96
113.106.190.169,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",96
113.106.191.177,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",96
113.106.191.209,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",95
113.106.191.241,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",96
113.106.194.101,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",96
113.106.196.65,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",96
113.106.196.217,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",96
113.106.197.73,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",96
113.106.198.77,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",96
113.106.208.121,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",96
113.106.208.181,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",99
113.106.209.77,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",96
113.106.210.9,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",96
113.106.210.113,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",94
113.106.210.225,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",95
113.106.211.41,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",96
113.106.212.113,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",96
113.106.212.177,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",96
113.106.214.185,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",96
113.106.215.33,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",96
113.106.215.145,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",96
113.106.215.209,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",95
113.106.216.121,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",96
113.106.218.153,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",96
113.106.218.241,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",96
113.106.219.141,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",96
113.106.220.205,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",96
113.106.222.9,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",96
113.106.229.9,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",96
113.106.229.81,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",95
113.106.230.33,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",96
113.106.230.73,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",96
113.106.232.57,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",96
113.106.232.97,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",96
113.106.232.109,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",96
113.106.233.161,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",96
113.106.233.241,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",95
113.106.234.81,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",96
113.106.235.89,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",96
113.106.236.57,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",96
113.106.236.65,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",96
113.106.237.25,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",96
113.106.237.121,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",96
113.106.238.9,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",96
113.106.239.9,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",96
113.106.239.33,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",96
113.106.239.45,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",96
113.106.248.1,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",96
113.106.248.53,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",96
113.106.248.89,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",96
113.106.248.121,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",96
113.106.249.129,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",96
113.106.251.225,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",96
113.107.2.97,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",96
113.107.2.225,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",96
113.107.3.13,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",95
113.107.7.153,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",95
113.107.7.157,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",96
113.107.7.165,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",96
113.107.54.1,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",96
113.107.64.49,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",96
113.107.64.93,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",96
113.107.64.105,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",95
113.107.64.185,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",96
113.107.64.245,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",96
113.107.65.21,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",96
113.107.65.73,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",96
113.107.65.161,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",96
113.107.65.173,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",96
113.107.65.241,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",96
113.107.66.25,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",96
113.107.66.93,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",96
113.107.66.117,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",96
113.107.66.185,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",96
113.107.66.193,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",96
113.107.67.25,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",96
113.107.67.73,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",96
113.107.67.221,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",95
113.107.68.37,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",95
113.107.68.185,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",96
113.107.68.189,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",96
113.107.68.205,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",96
113.107.68.245,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",96
113.107.77.177,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",96
113.107.162.109,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",96
113.107.162.113,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",95
113.107.162.193,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",96
113.107.165.241,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",96
113.107.168.33,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",95
113.107.168.217,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",96
113.107.170.17,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",96
113.107.170.73,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",96
113.107.170.181,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",96
113.107.170.201,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",96
113.107.171.105,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",94
113.107.171.181,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",96
113.107.194.45,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",96
113.107.194.53,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",96
113.107.195.13,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",96
113.107.195.173,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",96
113.107.196.193,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",96
113.107.196.217,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",95
113.107.197.129,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",96
113.107.197.253,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",96
113.107.198.129,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",96
113.107.198.201,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",95
113.107.198.217,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",96
113.107.199.9,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",96
113.107.199.33,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",96
113.107.199.65,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",96
113.107.199.81,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",96
113.107.226.1,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",96
113.107.226.189,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",96
113.107.227.57,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",96
113.107.227.161,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",96
113.107.228.29,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",96
113.107.228.121,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",96
113.107.228.177,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",96
113.107.228.185,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",96
113.107.228.201,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",96
113.107.228.237,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",96
113.107.228.253,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",96
113.107.229.181,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",96
113.108.13.3,,"H3C E126A or S3100-8T-SI switch (Comware 3.10)",98
113.108.116.110,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",96
113.108.130.33,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",96
113.108.131.225,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",95
113.108.133.121,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",96
113.108.134.25,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",96
113.108.136.9,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",96
113.108.136.33,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",96
113.108.137.9,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",96
113.108.137.129,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",96
113.108.138.105,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",96
113.108.138.113,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",96
113.108.139.81,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",96
113.108.142.201,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",96
113.108.143.153,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",96
113.108.146.121,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",96
113.108.146.201,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",95
113.108.148.89,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",96
113.108.149.89,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",96
113.108.160.185,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",95
113.108.161.193,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",96
113.108.161.225,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",95
113.108.164.65,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",96
113.108.167.161,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",96
113.108.168.97,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",96
113.108.169.129,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",96
113.108.171.201,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",95
113.108.172.113,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",96
113.108.182.9,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",96
113.108.184.9,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",96
113.108.191.129,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",96
113.108.191.193,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",96
113.108.193.201,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",96
113.108.196.33,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",96
113.108.198.41,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",96
113.108.198.49,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",96
113.108.199.41,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",96
113.108.199.185,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",95
113.108.200.233,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",96
113.108.201.41,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",96
113.108.201.129,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",95
113.108.203.201,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",95
113.108.203.209,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",96
113.108.205.1,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",96
113.108.205.209,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",96
113.109.126.93,,"Linux 2.4.33 (embedded)",96
113.109.186.4,,"Linux 2.4.33 (embedded)",98
113.118.14.154,,"Linksys WRV54G WAP",96
113.118.50.87,,"Linux 2.4.33 (embedded)",96
113.118.208.55,,"Microsoft Windows XP SP2 - SP3",96
113.120.17.201,,"Linux 2.4.33 (embedded)",96
113.120.247.222,,"Linux 2.4.33 (embedded)",95
113.123.48.7,,"Microsoft Windows XP SP3",95
113.124.2.111,,"Linux 2.4.33 (embedded)",96
113.124.119.108,,"Microsoft Windows XP SP3",96
113.126.101.0,,"Belkin F5D7633, Inventel Livebox, or T-Sinus 1054 wireless broadband router; or USRobotics SureConnect 9105 or ZTE ZXDSL 831 ADSL modem",97
113.128.22.40,,"Microsoft Windows XP SP2 - SP3",95
113.128.105.94,,"Linux 2.4.33 (embedded)",96
113.128.110.32,,"Linux 2.4.33 (embedded)",99
113.128.119.92,,"Linux 2.4.33 (embedded)",96
113.130.204.204,,"Linux 2.6.14 - 2.6.30",94
113.130.210.55,,"Linux 2.6.14 - 2.6.30",94
113.131.168.99,,"D-Link DAP-1522 WAP, or Xerox WorkCentre Pro 245 or 6556 printer",99
113.132.58.76,,"Linux 2.4.33 (embedded)",95
113.140.249.28,,"Linux 2.4.33 (embedded)",96
113.167.219.1,localhost,"Symbol AP-2411 switch",87
113.195.174.230,,"Microsoft Windows Server 2003 SP1 or SP2",95
113.201.77.71,,"Linux 2.4.33 (embedded)",95
113.205.175.77,,"Linux 2.4.33 (embedded)",96
113.206.134.119,,"Linux 2.6.14 - 2.6.30",93
113.225.36.158,,"Linux 2.6.15 - 2.6.27",95
113.225.148.168,,"Linux 2.4.33 (embedded)",96
113.226.43.26,,"Linux 2.4.33 (embedded)",96
113.226.65.182,,"Linux 2.4.33 (embedded)",96
113.226.251.149,,"Linux 2.4.33 (embedded)",99
113.227.54.236,,"Linux 2.4.33 (embedded)",94
113.227.56.134,,"Microsoft Windows Vista",96
113.227.194.77,,"Linux 2.4.33 (embedded)",93
113.227.213.164,,"Linux 2.4.33 (embedded)",95
113.228.10.13,,"Linux 2.4.33 (embedded)",99
113.228.145.53,,"Linux 2.4.33 (embedded)",99
113.228.172.33,,"Linux 2.4.33 (embedded)",96
113.229.199.87,,"Linux 2.6.8 (Debian, x86)",94
113.229.237.97,,"Linux 2.4.33 (embedded)",96
113.230.28.187,,"Redback Networks SmartEdge 600 router (SmartEdge OS)",91
113.230.54.70,,"Linux 2.4.33 (embedded)",96
113.231.180.217,,"Linux 2.4.33 (embedded)",95
113.231.197.97,,"Linux 2.4.33 (embedded)",96
113.233.52.149,,"Linksys RV042 router",96
113.234.91.150,,"Linux 2.4.33 (embedded)",99
113.235.210.58,,"Linksys RV042 router",96
113.238.41.128,,"Linux 2.4.33 (embedded)",95
113.238.101.61,,"Linux 2.4.33 (embedded)",95
113.238.200.249,,"Linux 2.4.33 (embedded)",95
113.239.39.125,,"Microsoft Windows XP SP3",95
113.239.138.24,,"Linux 2.4.33 (embedded)",96
113.240.71.192,,VxWorks,96
113.240.160.199,,"Linux 2.4.33 (embedded)",96
113.240.165.20,,"Linux 2.4.33 (embedded)",96
113.240.167.57,,"OpenWrt (Linux 2.4.32)",94
113.240.220.33,,"Linksys WRV54G WAP",95
113.240.230.61,,"3Com 4200G or Huawei Quidway S5600 switch",97
