IP,"Reverse DNS","Best-guess OS fingerprint","OS guess accuracy"
186.50.55.118,r186-50-55-118.dialup.adsl.anteldata.net.uy,"Sitecom WL-174 wireless ADSL router or ZyXEL B-3000 WAP",95
186.50.65.6,r186-50-65-6.dialup.adsl.anteldata.net.uy,"Sitecom WL-174 wireless ADSL router or ZyXEL B-3000 WAP",95
186.50.65.64,r186-50-65-64.dialup.adsl.anteldata.net.uy,"Microsoft Windows XP SP2 or Windows Server 2003 SP2",96
186.50.71.79,r186-50-71-79.dialup.adsl.anteldata.net.uy,"Microsoft Windows XP SP2 or SP3",96
186.50.72.171,r186-50-72-171.dialup.adsl.anteldata.net.uy,"Sitecom WL-174 wireless ADSL router or ZyXEL B-3000 WAP",95
186.50.73.5,r186-50-73-5.dialup.adsl.anteldata.net.uy,"Sitecom WL-174 wireless ADSL router or ZyXEL B-3000 WAP",95
186.50.73.180,r186-50-73-180.dialup.adsl.anteldata.net.uy,"Sitecom WL-174 wireless ADSL router or ZyXEL B-3000 WAP",95
186.50.75.148,r186-50-75-148.dialup.adsl.anteldata.net.uy,"Sitecom WL-174 wireless ADSL router or ZyXEL B-3000 WAP",95
186.50.76.250,r186-50-76-250.dialup.adsl.anteldata.net.uy,"Sitecom WL-174 wireless ADSL router or ZyXEL B-3000 WAP",95
186.50.77.212,r186-50-77-212.dialup.adsl.anteldata.net.uy,"GNU Hurd 0.3",93
186.50.79.85,r186-50-79-85.dialup.adsl.anteldata.net.uy,"Sitecom WL-174 wireless ADSL router or ZyXEL B-3000 WAP",95
186.50.80.82,r186-50-80-82.dialup.adsl.anteldata.net.uy,"Sitecom WL-174 wireless ADSL router or ZyXEL B-3000 WAP",95
186.50.83.83,r186-50-83-83.dialup.adsl.anteldata.net.uy,"Sitecom WL-174 wireless ADSL router or ZyXEL B-3000 WAP",95
186.50.83.176,r186-50-83-176.dialup.adsl.anteldata.net.uy,"Sitecom WL-174 wireless ADSL router or ZyXEL B-3000 WAP",95
186.50.83.224,r186-50-83-224.dialup.adsl.anteldata.net.uy,"Sitecom WL-174 wireless ADSL router or ZyXEL B-3000 WAP",95
186.50.83.243,r186-50-83-243.dialup.adsl.anteldata.net.uy,"Sitecom WL-174 wireless ADSL router or ZyXEL B-3000 WAP",95
186.50.84.152,r186-50-84-152.dialup.adsl.anteldata.net.uy,"Sitecom WL-174 wireless ADSL router or ZyXEL B-3000 WAP",95
186.50.84.180,r186-50-84-180.dialup.adsl.anteldata.net.uy,"Sitecom WL-174 wireless ADSL router or ZyXEL B-3000 WAP",95
186.50.85.242,r186-50-85-242.dialup.adsl.anteldata.net.uy,"Sitecom WL-174 wireless ADSL router or ZyXEL B-3000 WAP",95
186.50.86.2,r186-50-86-2.dialup.adsl.anteldata.net.uy,"Sitecom WL-174 wireless ADSL router or ZyXEL B-3000 WAP",95
186.50.89.172,r186-50-89-172.dialup.adsl.anteldata.net.uy,"Sitecom WL-174 wireless ADSL router or ZyXEL B-3000 WAP",95
186.50.90.189,r186-50-90-189.dialup.adsl.anteldata.net.uy,,
186.50.92.100,r186-50-92-100.dialup.adsl.anteldata.net.uy,"Sitecom WL-174 wireless ADSL router or ZyXEL B-3000 WAP",95
186.50.92.191,r186-50-92-191.dialup.adsl.anteldata.net.uy,"GNU Hurd 0.3",93
186.50.93.73,r186-50-93-73.dialup.adsl.anteldata.net.uy,"Gemtek P360 WAP or Siemens Gigaset SE515dsl wireless broadband router",95
186.50.96.140,r186-50-96-140.dialup.adsl.anteldata.net.uy,"Linksys RV042 router",97
186.50.98.7,r186-50-98-7.dialup.adsl.anteldata.net.uy,"Sitecom WL-174 wireless ADSL router or ZyXEL B-3000 WAP",95
186.50.99.84,r186-50-99-84.dialup.adsl.anteldata.net.uy,"Sitecom WL-174 wireless ADSL router or ZyXEL B-3000 WAP",95
186.50.128.224,r186-50-128-224.dialup.adsl.anteldata.net.uy,"Microsoft Windows XP SP3",94
186.50.129.47,r186-50-129-47.dialup.adsl.anteldata.net.uy,"Sitecom WL-174 wireless ADSL router or ZyXEL B-3000 WAP",95
186.50.132.94,r186-50-132-94.dialup.adsl.anteldata.net.uy,"Sitecom WL-174 wireless ADSL router or ZyXEL B-3000 WAP",95
186.50.132.217,r186-50-132-217.dialup.adsl.anteldata.net.uy,"Sitecom WL-174 wireless ADSL router or ZyXEL B-3000 WAP",95
186.50.134.231,r186-50-134-231.dialup.adsl.anteldata.net.uy,"Sitecom WL-174 wireless ADSL router or ZyXEL B-3000 WAP",95
186.50.136.7,r186-50-136-7.dialup.adsl.anteldata.net.uy,"Microsoft Windows XP Professional SP2",95
186.50.136.181,r186-50-136-181.dialup.adsl.anteldata.net.uy,"Sitecom WL-174 wireless ADSL router or ZyXEL B-3000 WAP",95
186.50.138.6,r186-50-138-6.dialup.adsl.anteldata.net.uy,"Microsoft Windows XP SP2 or SP3",96
186.50.138.113,r186-50-138-113.dialup.adsl.anteldata.net.uy,"Microsoft Windows 2000 SP2 - SP4, Windows XP SP2 - SP3, or Windows Server 2003 SP0 - SP2",95
186.50.138.200,r186-50-138-200.dialup.adsl.anteldata.net.uy,"Sitecom WL-174 wireless ADSL router or ZyXEL B-3000 WAP",95
186.50.139.66,r186-50-139-66.dialup.adsl.anteldata.net.uy,"Sitecom WL-174 wireless ADSL router or ZyXEL B-3000 WAP",95
186.50.143.214,r186-50-143-214.dialup.adsl.anteldata.net.uy,"Sitecom WL-174 wireless ADSL router or ZyXEL B-3000 WAP",95
186.50.144.9,r186-50-144-9.dialup.adsl.anteldata.net.uy,"GNU Hurd 0.3",93
186.50.144.59,r186-50-144-59.dialup.adsl.anteldata.net.uy,"Sitecom WL-174 wireless ADSL router or ZyXEL B-3000 WAP",95
186.50.144.147,r186-50-144-147.dialup.adsl.anteldata.net.uy,"Sitecom WL-174 wireless ADSL router or ZyXEL B-3000 WAP",95
186.50.145.145,r186-50-145-145.dialup.adsl.anteldata.net.uy,"Sitecom WL-174 wireless ADSL router or ZyXEL B-3000 WAP",95
186.50.145.240,r186-50-145-240.dialup.adsl.anteldata.net.uy,"Sitecom WL-174 wireless ADSL router or ZyXEL B-3000 WAP",95
186.50.150.136,r186-50-150-136.dialup.adsl.anteldata.net.uy,"Sitecom WL-174 wireless ADSL router or ZyXEL B-3000 WAP",95
186.50.151.185,r186-50-151-185.dialup.adsl.anteldata.net.uy,"Microsoft Windows XP SP3",94
186.50.160.51,r186-50-160-51.dialup.adsl.anteldata.net.uy,"Sitecom WL-174 wireless ADSL router or ZyXEL B-3000 WAP",95
186.50.160.167,r186-50-160-167.dialup.adsl.anteldata.net.uy,"Sitecom WL-174 wireless ADSL router or ZyXEL B-3000 WAP",95
186.50.161.124,r186-50-161-124.dialup.adsl.anteldata.net.uy,"Microsoft Windows XP SP2 or Windows Server 2003 SP2",96
186.50.162.181,r186-50-162-181.dialup.adsl.anteldata.net.uy,"Linksys SPA942, SPA962, or SPA9000 VoIP phone; SPA3102 VoIP adapter; or Sipura SPA-2100-series VoIP adapter",97
186.50.163.235,r186-50-163-235.dialup.adsl.anteldata.net.uy,"Sitecom WL-174 wireless ADSL router or ZyXEL B-3000 WAP",95
186.50.164.19,r186-50-164-19.dialup.adsl.anteldata.net.uy,"Microsoft Windows XP SP3",94
186.50.164.216,r186-50-164-216.dialup.adsl.anteldata.net.uy,"Microsoft Windows Server 2003 R2 SP2",92
186.50.165.51,r186-50-165-51.dialup.adsl.anteldata.net.uy,"ZyXEL ZyWALL 2 firewall or Prestige 660HW-61 ADSL router (ZyNOS 3.62)",92
186.50.165.195,r186-50-165-195.dialup.adsl.anteldata.net.uy,"Sitecom WL-174 wireless ADSL router or ZyXEL B-3000 WAP",95
186.50.166.213,r186-50-166-213.dialup.adsl.anteldata.net.uy,"Microsoft Windows Vista SP2",97
186.50.167.236,r186-50-167-236.dialup.adsl.anteldata.net.uy,"Sitecom WL-174 wireless ADSL router or ZyXEL B-3000 WAP",95
186.50.168.230,r186-50-168-230.dialup.adsl.anteldata.net.uy,"Sitecom WL-174 wireless ADSL router or ZyXEL B-3000 WAP",95
186.50.169.70,r186-50-169-70.dialup.adsl.anteldata.net.uy,"Sitecom WL-174 wireless ADSL router or ZyXEL B-3000 WAP",95
186.50.170.85,r186-50-170-85.dialup.adsl.anteldata.net.uy,"Sitecom WL-174 wireless ADSL router or ZyXEL B-3000 WAP",95
186.50.170.87,r186-50-170-87.dialup.adsl.anteldata.net.uy,"Sitecom WL-174 wireless ADSL router or ZyXEL B-3000 WAP",95
186.50.171.101,r186-50-171-101.dialup.adsl.anteldata.net.uy,"Sitecom WL-174 wireless ADSL router or ZyXEL B-3000 WAP",95
186.50.173.3,r186-50-173-3.dialup.adsl.anteldata.net.uy,"OpenWrt White Russian 0.9 (Linux 2.4.30)",98
186.50.177.69,r186-50-177-69.dialup.adsl.anteldata.net.uy,"Sitecom WL-174 wireless ADSL router or ZyXEL B-3000 WAP",95
186.50.177.92,r186-50-177-92.dialup.adsl.anteldata.net.uy,"Sitecom WL-174 wireless ADSL router or ZyXEL B-3000 WAP",95
186.50.179.58,r186-50-179-58.dialup.adsl.anteldata.net.uy,"Sitecom WL-174 wireless ADSL router or ZyXEL B-3000 WAP",95
186.50.179.239,r186-50-179-239.dialup.adsl.anteldata.net.uy,"Sitecom WL-174 wireless ADSL router or ZyXEL B-3000 WAP",95
186.50.180.50,r186-50-180-50.dialup.adsl.anteldata.net.uy,"Linksys RV042 router",97
186.50.181.33,r186-50-181-33.dialup.adsl.anteldata.net.uy,"Sitecom WL-174 wireless ADSL router or ZyXEL B-3000 WAP",95
186.50.181.180,r186-50-181-180.dialup.adsl.anteldata.net.uy,"Sitecom WL-174 wireless ADSL router or ZyXEL B-3000 WAP",95
186.50.181.237,r186-50-181-237.dialup.adsl.anteldata.net.uy,"Sitecom WL-174 wireless ADSL router or ZyXEL B-3000 WAP",95
186.50.183.201,r186-50-183-201.dialup.adsl.anteldata.net.uy,"Linux 2.6.15 - 2.6.27",97
186.50.186.80,r186-50-186-80.dialup.adsl.anteldata.net.uy,"Sitecom WL-174 wireless ADSL router or ZyXEL B-3000 WAP",95
186.50.186.185,r186-50-186-185.dialup.adsl.anteldata.net.uy,"Sitecom WL-174 wireless ADSL router or ZyXEL B-3000 WAP",95
186.50.189.6,r186-50-189-6.dialup.adsl.anteldata.net.uy,"Sitecom WL-174 wireless ADSL router or ZyXEL B-3000 WAP",95
186.50.193.12,r186-50-193-12.dialup.adsl.anteldata.net.uy,"Sitecom WL-174 wireless ADSL router or ZyXEL B-3000 WAP",95
186.50.194.112,r186-50-194-112.dialup.adsl.anteldata.net.uy,"Microsoft Windows Vista SP2",97
186.50.195.143,r186-50-195-143.dialup.adsl.anteldata.net.uy,"Sitecom WL-174 wireless ADSL router or ZyXEL B-3000 WAP",95
186.50.199.214,r186-50-199-214.dialup.adsl.anteldata.net.uy,"Sitecom WL-174 wireless ADSL router or ZyXEL B-3000 WAP",95
186.50.244.24,r186-50-244-24.dialup.adsl.anteldata.net.uy,"Linux 2.6.15 - 2.6.27",97
186.50.246.171,r186-50-246-171.dialup.adsl.anteldata.net.uy,"Sitecom WL-174 wireless ADSL router or ZyXEL B-3000 WAP",95
186.50.247.128,r186-50-247-128.dialup.adsl.anteldata.net.uy,"Sitecom WL-174 wireless ADSL router or ZyXEL B-3000 WAP",95
186.50.247.163,r186-50-247-163.dialup.adsl.anteldata.net.uy,"Sitecom WL-174 wireless ADSL router or ZyXEL B-3000 WAP",95
186.50.247.192,r186-50-247-192.dialup.adsl.anteldata.net.uy,"Sitecom WL-174 wireless ADSL router or ZyXEL B-3000 WAP",95
186.52.1.235,r186-52-1-235.dialup.adsl.anteldata.net.uy,"Linux 2.6.15 - 2.6.27",97
186.52.2.45,r186-52-2-45.dialup.adsl.anteldata.net.uy,"Roku 2 XS media player (Linux 2.6.32)",97
186.52.2.220,r186-52-2-220.dialup.adsl.anteldata.net.uy,"Linux 2.4.33 (embedded)",97
186.52.4.111,r186-52-4-111.dialup.adsl.anteldata.net.uy,"Microsoft Windows Vista SP2",98
186.52.4.197,r186-52-4-197.dialup.adsl.anteldata.net.uy,"Microsoft Windows 2000 SP2 - SP4, Windows XP SP2 - SP3, or Windows Server 2003 SP0 - SP2",95
186.52.6.9,r186-52-6-9.dialup.adsl.anteldata.net.uy,"Microsoft Windows XP SP2 or Windows Server 2003 SP2",96
186.52.6.26,r186-52-6-26.dialup.adsl.anteldata.net.uy,"Linux 2.6.15 - 2.6.27",97
186.52.6.101,r186-52-6-101.dialup.adsl.anteldata.net.uy,"Microsoft Windows XP SP3",94
186.52.6.222,r186-52-6-222.dialup.adsl.anteldata.net.uy,"Roku 2 XS media player (Linux 2.6.32)",97
186.52.6.236,r186-52-6-236.dialup.adsl.anteldata.net.uy,"OpenWrt White Russian 0.9 (Linux 2.4.30)",98
186.52.6.239,r186-52-6-239.dialup.adsl.anteldata.net.uy,"Linux 2.6.38",92
186.52.7.167,r186-52-7-167.dialup.adsl.anteldata.net.uy,"Microsoft Windows XP SP2 or Windows Server 2003 SP2",96
186.52.7.168,r186-52-7-168.dialup.adsl.anteldata.net.uy,"Roku 2 XS media player (Linux 2.6.32)",97
186.52.8.230,r186-52-8-230.dialup.adsl.anteldata.net.uy,"Linux 2.6.16.27 (fli4l 3.1.1)",91
186.52.9.3,r186-52-9-3.dialup.adsl.anteldata.net.uy,"Roku 2 XS media player (Linux 2.6.32)",97
186.52.9.171,r186-52-9-171.dialup.adsl.anteldata.net.uy,"Roku 2 XS media player (Linux 2.6.32)",97
186.52.9.237,r186-52-9-237.dialup.adsl.anteldata.net.uy,"Microsoft Windows XP SP2 or SP3",96
186.52.10.196,r186-52-10-196.dialup.adsl.anteldata.net.uy,"Microsoft Windows XP SP3",94
186.52.11.13,r186-52-11-13.dialup.adsl.anteldata.net.uy,"Linux 2.4.33 (embedded)",97
186.52.11.38,r186-52-11-38.dialup.adsl.anteldata.net.uy,"Linux 2.4.33 (embedded)",97
186.52.11.110,r186-52-11-110.dialup.adsl.anteldata.net.uy,"Roku 2 XS media player (Linux 2.6.32)",97
186.52.12.92,r186-52-12-92.dialup.adsl.anteldata.net.uy,"3Com OfficeConnect 3CRWE554G72T wireless broadband router",85
186.52.12.157,r186-52-12-157.dialup.adsl.anteldata.net.uy,"Microsoft Windows Vista SP2",98
186.52.13.128,r186-52-13-128.dialup.adsl.anteldata.net.uy,"Microsoft Windows XP SP2 or SP3",96
186.52.13.137,r186-52-13-137.dialup.adsl.anteldata.net.uy,"Sitecom WL-174 wireless ADSL router or ZyXEL B-3000 WAP",95
186.52.13.155,r186-52-13-155.dialup.adsl.anteldata.net.uy,"Microsoft Windows XP SP2 or SP3",96
186.52.14.113,r186-52-14-113.dialup.adsl.anteldata.net.uy,"Microsoft Windows 2000 SP2 - SP4, Windows XP SP2 - SP3, or Windows Server 2003 SP0 - SP2",95
186.52.14.210,r186-52-14-210.dialup.adsl.anteldata.net.uy,"Microsoft Windows 2000 SP2 - SP4, Windows XP SP2 - SP3, or Windows Server 2003 SP0 - SP2",95
186.52.17.96,r186-52-17-96.dialup.adsl.anteldata.net.uy,"Microsoft Windows XP SP2 or Windows Server 2003 SP2",96
186.52.17.168,r186-52-17-168.dialup.adsl.anteldata.net.uy,"Linksys WRV54G WAP",96
186.52.18.34,r186-52-18-34.dialup.adsl.anteldata.net.uy,"Microsoft Windows XP SP2 or SP3",96
186.52.18.118,r186-52-18-118.dialup.adsl.anteldata.net.uy,"Microsoft Windows XP SP3",94
186.52.18.137,r186-52-18-137.dialup.adsl.anteldata.net.uy,"Microsoft Windows XP SP2",90
186.52.18.215,r186-52-18-215.dialup.adsl.anteldata.net.uy,"Linux 2.6.15 - 2.6.27",97
186.52.18.223,r186-52-18-223.dialup.adsl.anteldata.net.uy,"OpenWrt (Linux 2.4.32)",98
186.52.18.225,r186-52-18-225.dialup.adsl.anteldata.net.uy,"Microsoft Windows XP SP2 or SP3",95
186.52.18.246,r186-52-18-246.dialup.adsl.anteldata.net.uy,"Microsoft Windows Server 2003 Enterprise Edition",92
186.52.19.36,r186-52-19-36.dialup.adsl.anteldata.net.uy,"Microsoft Windows XP SP2 or SP3",96
186.52.19.145,r186-52-19-145.dialup.adsl.anteldata.net.uy,"Sitecom WL-174 wireless ADSL router or ZyXEL B-3000 WAP",95
186.52.19.240,r186-52-19-240.dialup.adsl.anteldata.net.uy,"MikroTik RouterOS 3.30",95
186.52.19.247,r186-52-19-247.dialup.adsl.anteldata.net.uy,"Microsoft Windows 2000 SP2 - SP4, Windows XP SP2 - SP3, or Windows Server 2003 SP0 - SP2",95
186.52.20.199,r186-52-20-199.dialup.adsl.anteldata.net.uy,"Microsoft Windows Server 2003 SP2",95
186.52.20.225,r186-52-20-225.dialup.adsl.anteldata.net.uy,"Microsoft Windows XP SP3",94
186.52.21.27,r186-52-21-27.dialup.adsl.anteldata.net.uy,"Microsoft Windows 2000 SP2 - SP4, Windows XP SP2 - SP3, or Windows Server 2003 SP0 - SP2",95
186.52.22.1,r186-52-22-1.dialup.adsl.anteldata.net.uy,"Microsoft Windows Server 2003 SP1 or SP2",92
186.52.22.168,r186-52-22-168.dialup.adsl.anteldata.net.uy,"Microsoft Windows Vista SP2",98
186.52.22.255,r186-52-22-255.dialup.adsl.anteldata.net.uy,"Microsoft Windows 2000 SP2 - SP4, Windows XP SP2 - SP3, or Windows Server 2003 SP0 - SP2",95
186.52.23.29,r186-52-23-29.dialup.adsl.anteldata.net.uy,"Linux 2.6.15 - 2.6.27",97
186.52.23.159,r186-52-23-159.dialup.adsl.anteldata.net.uy,"Sitecom WL-174 wireless ADSL router or ZyXEL B-3000 WAP",95
186.52.24.13,r186-52-24-13.dialup.adsl.anteldata.net.uy,"Roku 2 XS media player (Linux 2.6.32)",97
186.52.24.16,r186-52-24-16.dialup.adsl.anteldata.net.uy,"Microsoft Windows 2000 Server SP3 or SP4",91
186.52.26.177,r186-52-26-177.dialup.adsl.anteldata.net.uy,"Microsoft Windows XP SP2 or SP3",96
186.52.26.182,r186-52-26-182.dialup.adsl.anteldata.net.uy,"Microsoft Windows XP SP2 or SP3",96
186.52.27.234,r186-52-27-234.dialup.adsl.anteldata.net.uy,"Microsoft Windows 2000 SP2 - SP4, Windows XP SP2 - SP3, or Windows Server 2003 SP0 - SP2",95
186.52.27.235,r186-52-27-235.dialup.adsl.anteldata.net.uy,"Microsoft Windows XP SP2 or Windows Server 2003 SP2",96
186.52.28.22,r186-52-28-22.dialup.adsl.anteldata.net.uy,"Microsoft Windows XP SP2 or SP3",96
186.52.28.68,r186-52-28-68.dialup.adsl.anteldata.net.uy,"Microsoft Windows XP SP2 or SP3",96
186.52.28.234,r186-52-28-234.dialup.adsl.anteldata.net.uy,"Roku 2 XS media player (Linux 2.6.32)",97
186.52.29.27,r186-52-29-27.dialup.adsl.anteldata.net.uy,"Asus RT-AC66U router (Linux 2.6)",95
186.52.29.28,r186-52-29-28.dialup.adsl.anteldata.net.uy,"Microsoft Windows XP SP2 or SP3",96
186.52.29.215,r186-52-29-215.dialup.adsl.anteldata.net.uy,"Roku 2 XS media player (Linux 2.6.32)",97
186.52.31.99,r186-52-31-99.dialup.adsl.anteldata.net.uy,"Microsoft Windows XP SP2 or SP3",96
186.52.31.247,r186-52-31-247.dialup.adsl.anteldata.net.uy,"Microsoft Windows XP SP2 or Windows Server 2003 SP2",96
186.52.32.84,r186-52-32-84.dialup.adsl.anteldata.net.uy,"ZyXEL Prestige 600-series ADSL router",97
186.52.32.92,r186-52-32-92.dialup.adsl.anteldata.net.uy,"Roku 2 XS media player (Linux 2.6.32)",97
186.52.32.186,r186-52-32-186.dialup.adsl.anteldata.net.uy,"Microsoft Windows XP SP2 or SP3",96
186.52.32.237,r186-52-32-237.dialup.adsl.anteldata.net.uy,"Linux 2.4.21",89
186.52.33.16,r186-52-33-16.dialup.adsl.anteldata.net.uy,"Linux 2.4.21",89
186.52.33.44,r186-52-33-44.dialup.adsl.anteldata.net.uy,"Roku 2 XS media player (Linux 2.6.32)",97
186.52.33.139,r186-52-33-139.dialup.adsl.anteldata.net.uy,"Microsoft Windows XP SP2 or SP3",96
186.52.34.99,r186-52-34-99.dialup.adsl.anteldata.net.uy,"ZyXEL Prestige 600-series ADSL router",97
186.52.36.83,r186-52-36-83.dialup.adsl.anteldata.net.uy,"Microsoft Windows Server 2003 SP2",96
186.52.37.78,r186-52-37-78.dialup.adsl.anteldata.net.uy,"OpenWrt 0.9 - 7.09 (Linux 2.4.30 - 2.4.34)",97
186.52.37.216,r186-52-37-216.dialup.adsl.anteldata.net.uy,"Roku 2 XS media player (Linux 2.6.32)",97
186.52.38.188,r186-52-38-188.dialup.adsl.anteldata.net.uy,"Microsoft Windows XP SP3",96
186.52.39.17,r186-52-39-17.dialup.adsl.anteldata.net.uy,"Microsoft Windows XP SP2 or SP3",96
186.52.39.103,r186-52-39-103.dialup.adsl.anteldata.net.uy,"Linux 2.6.24 - 2.6.25",96
186.52.39.226,r186-52-39-226.dialup.adsl.anteldata.net.uy,"Microsoft Windows XP SP2 or SP3",96
186.52.40.244,r186-52-40-244.dialup.adsl.anteldata.net.uy,"Linux 2.6.14 - 2.6.30",97
186.52.41.3,r186-52-41-3.dialup.adsl.anteldata.net.uy,"Microsoft Windows XP SP3",94
186.52.42.21,r186-52-42-21.dialup.adsl.anteldata.net.uy,"Microsoft Windows 2000 SP2 - SP4, Windows XP SP2 - SP3, or Windows Server 2003 SP0 - SP2",95
186.52.43.59,r186-52-43-59.dialup.adsl.anteldata.net.uy,"Microsoft Windows XP SP2 or SP3",96
186.52.43.60,r186-52-43-60.dialup.adsl.anteldata.net.uy,"Microsoft Windows XP SP3",94
186.52.43.78,r186-52-43-78.dialup.adsl.anteldata.net.uy,"Linksys WRV54G WAP",96
186.52.43.110,r186-52-43-110.dialup.adsl.anteldata.net.uy,"Linux 2.6.18 (Debian 4.0, x86)",96
186.52.43.117,r186-52-43-117.dialup.adsl.anteldata.net.uy,"Linux 2.6.16.27 (fli4l 3.1.1)",91
186.52.43.197,r186-52-43-197.dialup.adsl.anteldata.net.uy,"Microsoft Windows Vista SP2",98
186.52.44.132,r186-52-44-132.dialup.adsl.anteldata.net.uy,"Linux 2.6.15 - 2.6.27",97
186.52.45.69,r186-52-45-69.dialup.adsl.anteldata.net.uy,"Linux 2.6.15 - 2.6.27",97
186.52.45.166,r186-52-45-166.dialup.adsl.anteldata.net.uy,"Microsoft Windows XP SP2 or SP3",96
186.52.46.108,r186-52-46-108.dialup.adsl.anteldata.net.uy,"Microsoft Windows XP SP3",94
186.52.46.163,r186-52-46-163.dialup.adsl.anteldata.net.uy,"Android 2.0.1 (Linux 2.6)",99
186.52.47.9,r186-52-47-9.dialup.adsl.anteldata.net.uy,"Microsoft Windows XP SP2 or SP3",96
186.52.47.47,r186-52-47-47.dialup.adsl.anteldata.net.uy,"Microsoft Windows Vista SP2",97
186.52.49.196,r186-52-49-196.dialup.adsl.anteldata.net.uy,"Linux 2.6.24 - 2.6.25",96
186.52.52.178,r186-52-52-178.dialup.adsl.anteldata.net.uy,"Linux 2.6.15 - 2.6.27",97
186.52.53.209,r186-52-53-209.dialup.adsl.anteldata.net.uy,"OpenWrt White Russian 0.9 (Linux 2.4.30)",97
186.52.53.222,r186-52-53-222.dialup.adsl.anteldata.net.uy,"Roku 2 XS media player (Linux 2.6.32)",97
186.52.53.243,r186-52-53-243.dialup.adsl.anteldata.net.uy,"Microsoft Windows Vista SP2",98
186.52.54.31,r186-52-54-31.dialup.adsl.anteldata.net.uy,"Microsoft Windows Server 2003 Enterprise Edition",93
186.52.54.220,r186-52-54-220.dialup.adsl.anteldata.net.uy,"Linux 2.6.32 - 2.6.36",99
186.52.54.226,r186-52-54-226.dialup.adsl.anteldata.net.uy,"Microsoft Windows Vista SP2",97
186.52.58.234,r186-52-58-234.dialup.adsl.anteldata.net.uy,"Linksys RV042 router",97
186.52.60.69,r186-52-60-69.dialup.adsl.anteldata.net.uy,"Belkin F6D4630-4 v1 WAP",99
186.52.61.73,r186-52-61-73.dialup.adsl.anteldata.net.uy,"Microsoft Windows Vista SP2",98
186.52.62.130,r186-52-62-130.dialup.adsl.anteldata.net.uy,"Sitecom WL-174 wireless ADSL router or ZyXEL B-3000 WAP",95
186.52.63.240,r186-52-63-240.dialup.adsl.anteldata.net.uy,"Microsoft Windows XP SP3",96
186.52.64.13,r186-52-64-13.dialup.adsl.anteldata.net.uy,"Linux 2.6.18",89
186.52.64.231,r186-52-64-231.dialup.adsl.anteldata.net.uy,"Microsoft Windows XP SP2 or SP3",96
186.52.65.148,r186-52-65-148.dialup.adsl.anteldata.net.uy,"Sitecom WL-174 wireless ADSL router or ZyXEL B-3000 WAP",95
186.52.65.162,r186-52-65-162.dialup.adsl.anteldata.net.uy,"Microsoft Windows 2000 SP2 - SP4, Windows XP SP2 - SP3, or Windows Server 2003 SP0 - SP2",95
186.52.69.248,r186-52-69-248.dialup.adsl.anteldata.net.uy,"Comtrend 5361 ADSL router",97
186.52.70.190,r186-52-70-190.dialup.adsl.anteldata.net.uy,"Microsoft Windows XP SP3",94
186.52.71.22,r186-52-71-22.dialup.adsl.anteldata.net.uy,"Microsoft Windows XP SP2 or SP3",96
186.52.71.189,r186-52-71-189.dialup.adsl.anteldata.net.uy,"Microsoft Windows XP SP2 or SP3",96
186.52.72.83,r186-52-72-83.dialup.adsl.anteldata.net.uy,"Microsoft Windows XP SP2 or Windows Server 2003 SP2",96
186.52.72.207,r186-52-72-207.dialup.adsl.anteldata.net.uy,"Sitecom WL-174 wireless ADSL router or ZyXEL B-3000 WAP",95
186.52.74.67,r186-52-74-67.dialup.adsl.anteldata.net.uy,"Microsoft Windows XP SP2 or SP3",93
186.52.74.241,r186-52-74-241.dialup.adsl.anteldata.net.uy,"Microsoft Windows XP SP2 or SP3",96
186.52.76.86,r186-52-76-86.dialup.adsl.anteldata.net.uy,"Microsoft Windows Server 2003",96
186.52.76.247,r186-52-76-247.dialup.adsl.anteldata.net.uy,"Microsoft Windows XP SP2 or SP3",96
186.52.79.254,r186-52-79-254.dialup.adsl.anteldata.net.uy,"Secure Computing SG550 firewall (Linux 2.4.31)",96
186.52.80.86,r186-52-80-86.dialup.adsl.anteldata.net.uy,"Microsoft Windows 2000 SP2 - SP4, Windows XP SP2 - SP3, or Windows Server 2003 SP0 - SP2",95
186.52.81.23,r186-52-81-23.dialup.adsl.anteldata.net.uy,"OpenWrt White Russian 0.9 (Linux 2.4.30)",96
186.52.81.103,r186-52-81-103.dialup.adsl.anteldata.net.uy,"Microsoft Windows XP SP2 or Windows Server 2003 SP2",96
186.52.82.109,r186-52-82-109.dialup.adsl.anteldata.net.uy,"Microsoft Windows 2000 SP2 - SP4, Windows XP SP2 - SP3, or Windows Server 2003 SP0 - SP2",95
186.52.86.138,r186-52-86-138.dialup.adsl.anteldata.net.uy,"Microsoft Windows XP SP2 or Windows Server 2003 SP2",95
186.52.87.38,r186-52-87-38.dialup.adsl.anteldata.net.uy,"Sitecom WL-174 wireless ADSL router or ZyXEL B-3000 WAP",95
186.52.89.216,r186-52-89-216.dialup.adsl.anteldata.net.uy,"Microsoft Windows XP SP2 or SP3",96
186.52.92.24,r186-52-92-24.dialup.adsl.anteldata.net.uy,"Microsoft Windows XP SP2 or SP3",96
186.52.92.160,r186-52-92-160.dialup.adsl.anteldata.net.uy,"Microsoft Windows XP SP3",96
186.52.92.174,r186-52-92-174.dialup.adsl.anteldata.net.uy,"MikroTik RouterOS 3.30",98
186.52.92.254,r186-52-92-254.dialup.adsl.anteldata.net.uy,"Microsoft Windows XP SP3",94
186.52.93.100,r186-52-93-100.dialup.adsl.anteldata.net.uy,"Microsoft Windows Server 2003 SP2",92
